1	0.122784
2	0.120643
3	0.120142
4	0.119888
5	0.119883
6	0.119275
7	0.118482
8	0.117909
9	0.117321
10	0.117141
11	0.116643
12	0.116518
13	0.116492
14	0.116463
15	0.116223
16	0.115947
17	0.115855
18	0.115815
19	0.115751
20	0.115585
21	0.115559
22	0.115418
23	0.115300
24	0.115256
25	0.115024
26	0.114844
27	0.114506
28	0.114435
29	0.114416
30	0.114303
31	0.114228
32	0.114048
33	0.113999
34	0.113953
35	0.113950
36	0.113793
37	0.113782
38	0.113754
39	0.113715
40	0.113659
41	0.113554
42	0.113495
43	0.113471
44	0.113306
45	0.113157
46	0.113111
47	0.112965
48	0.112943
49	0.112743
50	0.112731
51	0.112552
52	0.112401
53	0.112353
54	0.112317
55	0.112297
56	0.112233
57	0.112185
58	0.112137
59	0.112100
60	0.112075
61	0.111983
62	0.111966
63	0.111957
64	0.111953
65	0.111840
66	0.111833
67	0.111632
68	0.111612
69	0.111543
70	0.111543
71	0.111504
72	0.111488
73	0.111464
74	0.111453
75	0.111450
76	0.111377
77	0.111376
78	0.111358
79	0.111271
80	0.111259
81	0.111200
82	0.111173
83	0.111142
84	0.111124
85	0.111082
86	0.110972
87	0.110972
88	0.110905
89	0.110882
90	0.110857
91	0.110841
92	0.110807
93	0.110780
94	0.110728
95	0.110725
96	0.110713
97	0.110696
98	0.110657
99	0.110592
100	0.110584
101	0.110584
102	0.110577
103	0.110550
104	0.110518
105	0.110474
106	0.110467
107	0.110461
108	0.110421
109	0.110401
110	0.110400
111	0.110341
112	0.110307
113	0.110275
114	0.110250
115	0.110248
116	0.110228
117	0.110217
118	0.110208
119	0.110191
120	0.110179
121	0.110170
122	0.110163
123	0.110050
124	0.109993
125	0.109989
126	0.109946
127	0.109914
128	0.109892
129	0.109874
130	0.109840
131	0.109829
132	0.109787
133	0.109772
134	0.109736
135	0.109720
136	0.109710
137	0.109680
138	0.109664
139	0.109652
140	0.109625
141	0.109611
142	0.109598
143	0.109589
144	0.109586
145	0.109555
146	0.109533
147	0.109529
148	0.109511
149	0.109489
150	0.109435
151	0.109423
152	0.109406
153	0.109402
154	0.109383
155	0.109379
156	0.109330
157	0.109324
158	0.109322
159	0.109288
160	0.109276
161	0.109246
162	0.109209
163	0.109197
164	0.109188
165	0.109183
166	0.109169
167	0.109132
168	0.109130
169	0.109128
170	0.109102
171	0.109099
172	0.109095
173	0.109059
174	0.109021
175	0.109011
176	0.109003
177	0.109002
178	0.108995
179	0.108993
180	0.108990
181	0.108982
182	0.108975
183	0.108953
184	0.108953
185	0.108941
186	0.108934
187	0.108926
188	0.108906
189	0.108896
